Airport.Code,City,State,Airport,Month,MonthNumber,Quarter,Year,Date,Carrier Delays Count,Late Aircraft Delays Count,National Aviation System Delays Count,Security Delays Count,Weather Delays Count,Carriers.Total,Flights Cancelled Count,Flights Delayed Count,Flights Diverted Count,Flights On Time Count,Flights Total Count,Minutes Delayed Carrier,Minutes Delayed Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed Security,Minutes Delayed Weather,Minutes Delayed Total
PHL,Philadelphia, PA, Philadelphia International,June,6,Q2,2006,38869,636,749,1419,2,165,14,117,2969,45,5637,8768,34933,56324,79381,28,13974,184640
PHX,Phoenix, AZ, Phoenix Sky Harbor International,June,6,Q2,2006,38869,1275,1250,965,18,121,16,218,3630,49,13972,17869,68835,65781,36597,459,8606,180278
SAN,San Diego, CA, San Diego International,June,6,Q2,2006,38869,573,656,374,12,41,16,74,1656,34,6129,7893,25027,33365,13567,332,3166,75457
SEA,Seattle, WA, Seattle/Tacoma International,June,6,Q2,2006,38869,681,981,830,9,65,14,54,2566,7,7109,9736,33687,55662,28100,286,5329,123064
SFO,San Francisco, CA, San Francisco International,June,6,Q2,2006,38869,961,1011,1062,8,64,13,147,3107,5,7869,11128,47748,61951,46523,574,5572,162368
SLC,Salt Lake City, UT, Salt Lake City International,June,6,Q2,2006,38869,744,683,412,11,78,13,105,1926,8,10116,12155,35395,34642,13705,297,5002,89041
TPA,Tampa, FL, Tampa International,June,6,Q2,2006,38869,451,670,408,3,50,12,15,1583,21,4332,5951,23783,47254,17346,100,3881,92364
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,July,7,Q3,2006,38899,2910,2622,2757,6,539,13,682,8836,63,25838,35419,180568,153962,117474,385,33402,485791
BOS,Boston, MA, Logan International,July,7,Q3,2006,38899,684,873,1402,2,202,13,328,3163,27,7654,11172,43137,69570,89740,137,19095,221679
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,July,7,Q3,2006,38899,536,959,698,5,118,14,89,2319,18,6943,9369,27547,64057,34138,117,9748,135607
CLT,Charlotte, NC, Charlotte Douglas International,July,7,Q3,2006,38899,847,777,766,2,97,12,161,2488,17,7063,9729,43268,55574,31067,51,7479,137439
DCA,Washington, DC, Ronald Reagan Washington National,July,7,Q3,2006,38899,494,506,891,2,138,14,262,2028,34,5473,7797,26649,34896,39350,67,11372,112334
DEN,Denver, CO, Denver International,July,7,Q3,2006,38899,1344,1617,1070,7,120,15,231,4157,14,16532,20934,78197,113705,42388,145,8864,243299
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,July,7,Q3,2006,38899,1165,1880,1217,7,201,16,463,4467,116,20883,25929,77033,116049,54309,255,15145,262791
DTW,Detroit, MI, Detroit Metro Wayne County,July,7,Q3,2006,38899,757,659,866,6,115,15,139,2402,12,8466,11019,55509,42772,32440,148,8660,139529
EWR,Newark, NJ, Newark Liberty International,July,7,Q3,2006,38899,549,1340,2779,13,118,13,572,4799,209,8039,13619,39938,115792,237268,610,10596,404204
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,July,7,Q3,2006,38899,369,518,395,2,57,11,31,1344,13,3985,5373,19950,36175,17246,64,4787,78222
IAD,Washington, DC, Washington Dulles International,July,7,Q3,2006,38899,690,957,577,3,64,12,286,2292,14,5426,8018,47504,85806,27743,95,5981,167129
JFK,New York, NY, John F. Kennedy International,July,7,Q3,2006,38899,632,946,1511,9,157,13,185,3253,145,6095,9678,42176,78490,86964,286,14571,222487
LAS,Las Vegas, NV, McCarran International,July,7,Q3,2006,38899,1018,1663,980,11,116,18,144,3788,40,11975,15947,53607,99876,45111,395,9371,208360
LAX,Los Angeles, CA, Los Angeles International,July,7,Q3,2006,38899,1426,1601,1149,13,140,16,257,4329,48,15854,20488,72125,102060,53679,480,9614,237958
LGA,New York, NY, LaGuardia,July,7,Q3,2006,38899,629,762,1963,1,184,15,632,3539,136,6445,10752,39678,58861,133444,25,14624,246632
MCO,Orlando, FL, Orlando International,July,7,Q3,2006,38899,663,954,702,1,80,15,45,2401,27,7708,10181,37673,70868,30118,56,6346,145061
MDW,Chicago, IL, Chicago Midway International,July,7,Q3,2006,38899,529,960,540,3,115,13,76,2148,22,6578,8824,25699,63810,35442,55,14301,139307
MIA,Miami, FL, Miami International,July,7,Q3,2006,38899,450,476,580,2,91,11,57,1598,10,3955,5620,29207,34493,24021,64,6636,94421
MSP,Minneapolis, MN, Minneapolis-St Paul International,July,7,Q3,2006,38899,702,639,558,9,136,14,73,2044,28,9083,11228,48022,39487,22051,259,12589,122408
ORD,Chicago, IL, Chicago O'Hare International,July,7,Q3,2006,38899,1740,3136,3339,6,235,12,1202,8457,88,22143,31890,123105,233264,239564,236,21497,617666
PDX,Portland, OR, Portland International,July,7,Q3,2006,38899,380,503,182,1,33,12,33,1100,3,4133,5269,16974,30750,7883,36,2320,57963
PHL,Philadelphia, PA, Philadelphia International,July,7,Q3,2006,38899,674,759,1569,2,153,13,117,3162,40,5949,9268,35597,56239,82303,61,14148,188348
PHX,Phoenix, AZ, Phoenix Sky Harbor International,July,7,Q3,2006,38899,1325,1294,842,14,115,16,250,3593,59,14505,18407,70785,73433,31532,638,8540,184928
SAN,San Diego, CA, San Diego International,July,7,Q3,2006,38899,650,672,406,7,55,15,78,1790,36,6269,8173,27633,32449,16577,224,3457,80340
SEA,Seattle, WA, Seattle/Tacoma International,July,7,Q3,2006,38899,832,1177,608,8,81,14,81,2712,8,7412,10213,45044,72274,24325,259,6076,147978
SFO,San Francisco, CA, San Francisco International,July,7,Q3,2006,38899,935,947,594,8,76,12,178,2561,6,8880,11625,52345,67501,29420,242,6121,155629
SLC,Salt Lake City, UT, Salt Lake City International,July,7,Q3,2006,38899,737,653,334,10,69,13,109,1799,13,10926,12847,33720,32310,12422,224,3444,82120
TPA,Tampa, FL, Tampa International,July,7,Q3,2006,38899,469,627,467,1,50,12,18,1611,35,4519,6183,22637,43335,21301,85,3833,91191
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,August,8,Q3,2006,38930,2514,2459,4152,37,562,13,765,9726,205,24580,35276,179119,155909,206507,1574,44144,587253
BOS,Boston, MA, Logan International,August,8,Q3,2006,38930,656,755,1250,18,132,13,263,2813,4,8388,11468,37927,51152,67447,789,8946,166261
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,August,8,Q3,2006,38930,468,786,412,28,88,14,89,1781,22,7623,9515,21502,44563,18925,985,5982,91957
CLT,Charlotte, NC, Charlotte Douglas International,August,8,Q3,2006,38930,736,722,807,11,79,12,151,2356,44,7304,9855,37330,46533,30347,436,5411,120057
DCA,Washington, DC, Ronald Reagan Washington National,August,8,Q3,2006,38930,416,442,593,10,85,14,228,1543,4,6292,8067,21378,28159,22849,400,5869,78655
DEN,Denver, CO, Denver International,August,8,Q3,2006,38930,1209,1343,976,21,161,15,179,3708,40,17571,21498,63197,83503,36150,801,9737,193388
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,August,8,Q3,2006,38930,1041,1772,1555,94,232,16,521,4699,178,20796,26194,72836,105439,66298,3528,16982,265083
DTW,Detroit, MI, Detroit Metro Wayne County,August,8,Q3,2006,38930,680,695,809,53,93,15,130,2330,6,8798,11264,41139,40604,29076,1697,7095,119611
EWR,Newark, NJ, Newark Liberty International,August,8,Q3,2006,38930,471,1138,2615,44,116,13,299,4385,75,9189,13948,30776,81116,169069,1786,8801,291548
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,August,8,Q3,2006,38930,332,398,354,24,38,11,176,1145,5,4031,5357,16620,24060,13477,1052,2201,57410
IAD,Washington, DC, Washington Dulles International,August,8,Q3,2006,38930,559,760,348,13,73,12,181,1750,9,6390,8330,35300,56729,13489,388,4472,110378
JFK,New York, NY, John F. Kennedy International,August,8,Q3,2006,38930,575,814,1277,44,153,13,137,2862,37,6952,9988,38413,56338,72960,1953,12849,182513
LAS,Las Vegas, NV, McCarran International,August,8,Q3,2006,38930,841,1495,826,71,84,18,119,3317,12,12727,16175,41265,83814,29023,2546,5691,162339
LAX,Los Angeles, CA, Los Angeles International,August,8,Q3,2006,38930,1556,1512,1688,73,127,16,260,4953,27,15477,20717,73514,88218,66067,2681,7587,238067
LGA,New York, NY, LaGuardia,August,8,Q3,2006,38930,569,653,1726,11,171,15,356,3130,69,7536,11091,35132,43629,82129,448,10495,171833
MCO,Orlando, FL, Orlando International,August,8,Q3,2006,38930,555,727,565,35,57,15,156,1940,10,7862,9968,28038,42755,20544,1453,3964,96754
MDW,Chicago, IL, Chicago Midway International,August,8,Q3,2006,38930,422,817,402,36,73,13,105,1747,44,7072,8968,19488,47346,21842,1322,6253,96251
MIA,Miami, FL, Miami International,August,8,Q3,2006,38930,360,382,488,39,66,11,210,1331,19,3969,5529,21502,23840,19481,1633,4234,70690
MSP,Minneapolis, MN, Minneapolis-St Paul International,August,8,Q3,2006,38930,713,605,686,59,105,14,108,2167,32,9013,11320,53164,35475,25678,2308,8552,125177
ORD,Chicago, IL, Chicago O'Hare International,August,8,Q3,2006,38930,1473,2995,4002,64,235,12,935,8769,97,22537,32338,104221,209020,260445,2905,19301,595892
PDX,Portland, OR, Portland International,August,8,Q3,2006,38930,348,450,280,23,28,12,17,1128,3,4163,5311,15477,24989,10127,642,2332,53567
PHL,Philadelphia, PA, Philadelphia International,August,8,Q3,2006,38930,543,684,1070,13,93,13,128,2404,28,6807,9367,25241,42957,46854,471,6473,121996
PHX,Phoenix, AZ, Phoenix Sky Harbor International,August,8,Q3,2006,38930,1116,1219,848,83,107,16,254,3373,47,14816,18490,60914,65023,29040,2534,7912,165423
SAN,San Diego, CA, San Diego International,August,8,Q3,2006,38930,624,593,350,26,40,15,63,1633,15,6520,8231,27489,27628,11626,795,2331,69869
SEA,Seattle, WA, Seattle/Tacoma International,August,8,Q3,2006,38930,756,1108,792,49,64,14,63,2771,10,7443,10287,36273,63026,28023,2033,4659,134014
SFO,San Francisco, CA, San Francisco International,August,8,Q3,2006,38930,959,994,1147,31,80,13,162,3212,10,8466,11850,49553,60682,51519,1125,4569,167448
SLC,Salt Lake City, UT, Salt Lake City International,August,8,Q3,2006,38930,621,655,380,33,52,13,79,1742,7,11114,12942,28928,31625,13421,1276,2956,78206
TPA,Tampa, FL, Tampa International,August,8,Q3,2006,38930,386,524,356,18,39,12,45,1323,8,4846,6222,20457,29990,13969,729,2522,67667
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,September,9,Q3,2006,38961,2056,2477,6941,6,509,13,822,11991,75,20039,32927,154136,152640,376714,176,37579,721245
BOS,Boston, MA, Logan International,September,9,Q3,2006,38961,571,696,1108,3,131,13,245,2507,6,7924,10682,36379,46616,55821,126,9315,148257
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,September,9,Q3,2006,38961,347,679,352,4,74,14,79,1458,7,7420,8964,16036,41129,14693,99,6985,78942
CLT,Charlotte, NC, Charlotte Douglas International,September,9,Q3,2006,38961,588,689,875,1,48,12,128,2202,4,7433,9767,28668,42134,28827,47,3171,102847
DCA,Washington, DC, Ronald Reagan Washington National,September,9,Q3,2006,38961,419,470,604,0,73,14,193,1567,15,5739,7514,21548,26887,24807,4,6331,79577
DEN,Denver, CO, Denver International,September,9,Q3,2006,38961,1063,1220,1130,17,117,15,221,3547,46,15754,19568,50825,75700,38512,432,9041,174510
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,September,9,Q3,2006,38961,941,1553,1533,5,228,16,637,4262,217,19711,24827,71033,100808,71419,182,21213,264655
DTW,Detroit, MI, Detroit Metro Wayne County,September,9,Q3,2006,38961,584,663,1305,10,121,15,239,2683,12,8101,11035,39317,39343,46384,309,9870,135223
EWR,Newark, NJ, Newark Liberty International,September,9,Q3,2006,38961,319,707,2521,4,96,13,218,3647,42,8607,12514,22106,51199,170575,212,7594,251686
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,September,9,Q3,2006,38961,244,336,413,2,21,11,27,1015,9,3753,4804,11735,21636,15242,115,1344,50072
IAD,Washington, DC, Washington Dulles International,September,9,Q3,2006,38961,503,719,384,4,32,13,173,1640,17,5914,7744,33736,53541,15447,396,2503,105623
JFK,New York, NY, John F. Kennedy International,September,9,Q3,2006,38961,533,624,1450,7,154,12,173,2767,29,6672,9641,37288,44134,84465,291,11988,178166
LAS,Las Vegas, NV, McCarran International,September,9,Q3,2006,38961,661,1245,1258,9,71,18,117,3244,18,11968,15347,33270,67065,47546,372,5090,153343
LAX,Los Angeles, CA, Los Angeles International,September,9,Q3,2006,38961,1280,1258,1518,24,85,16,292,4168,15,14791,19266,61919,66616,49405,755,7102,185797
LGA,New York, NY, LaGuardia,September,9,Q3,2006,38961,496,693,1733,2,161,15,298,3084,23,6832,10237,29238,41611,80266,87,9062,160264
MCO,Orlando, FL, Orlando International,September,9,Q3,2006,38961,386,575,577,4,37,15,72,1580,11,7293,8956,19166,36838,21150,203,2498,79855
MDW,Chicago, IL, Chicago Midway International,September,9,Q3,2006,38961,261,619,647,6,116,13,86,1651,14,6448,8199,12335,36026,30367,211,7523,86462
MIA,Miami, FL, Miami International,September,9,Q3,2006,38961,297,371,497,4,45,11,90,1217,27,3681,5015,17202,25847,19865,116,2925,65955
MSP,Minneapolis, MN, Minneapolis-St Paul International,September,9,Q3,2006,38961,528,568,848,16,78,14,144,2034,6,8235,10419,36877,31985,25980,703,6364,101909
ORD,Chicago, IL, Chicago O'Hare International,September,9,Q3,2006,38961,1323,2404,5143,3,174,12,1228,9052,95,20393,30768,91470,184177,388021,69,18123,681860
PDX,Portland, OR, Portland International,September,9,Q3,2006,38961,251,341,228,2,12,13,25,837,1,4002,4865,11900,18773,7046,76,713,38508
PHL,Philadelphia, PA, Philadelphia International,September,9,Q3,2006,38961,412,624,1511,0,132,13,157,2680,23,5910,8770,23831,44514,88547,19,10823,167734
PHX,Phoenix, AZ, Phoenix Sky Harbor International,September,9,Q3,2006,38961,883,911,1028,15,66,16,201,2905,20,14391,17517,46256,46598,31596,578,4393,129421
SAN,San Diego, CA, San Diego International,September,9,Q3,2006,38961,445,462,441,9,35,16,73,1391,10,6119,7593,18438,21505,14806,211,2814,57774
SEA,Seattle, WA, Seattle/Tacoma International,September,9,Q3,2006,38961,501,651,572,9,26,14,74,1760,8,7160,9002,28369,40140,18391,335,1969,89204
SFO,San Francisco, CA, San Francisco International,September,9,Q3,2006,38961,703,721,995,9,41,14,194,2472,12,8143,10821,37889,45076,45510,365,3129,131969
SLC,Salt Lake City, UT, Salt Lake City International,September,9,Q3,2006,38961,580,574,399,29,68,13,77,1650,14,10043,11784,26571,27734,16380,938,4815,76438
TPA,Tampa, FL, Tampa International,September,9,Q3,2006,38961,259,444,429,4,21,12,30,1158,34,4609,5831,12488,26183,15962,242,1919,56794
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,October,10,Q4,2006,38991,2281,3267,7054,13,510,13,767,13124,24,20777,34692,159670,193311,353883,398,36968,744230
BOS,Boston, MA, Logan International,October,10,Q4,2006,38991,577,856,1427,1,156,13,217,3015,5,8161,11398,34514,53608,68110,43,10661,166936
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,October,10,Q4,2006,38991,426,713,396,5,42,14,85,1582,1,7773,9441,18835,40863,12276,99,2247,74320
CLT,Charlotte, NC, Charlotte Douglas International,October,10,Q4,2006,38991,662,859,1081,1,44,12,132,2646,3,7571,10352,31677,50410,33006,40,2841,117974
DCA,Washington, DC, Ronald Reagan Washington National,October,10,Q4,2006,38991,480,565,827,3,56,14,152,1928,7,5853,7940,24951,31871,29589,84,3897,90392
DEN,Denver, CO, Denver International,October,10,Q4,2006,38991,1174,1364,1514,20,91,15,317,4163,5,15450,19935,63609,86367,52965,502,7702,211145
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,October,10,Q4,2006,38991,932,1908,2000,13,298,16,364,5151,65,20133,25713,64482,113746,70074,341,17600,266243
DTW,Detroit, MI, Detroit Metro Wayne County,October,10,Q4,2006,38991,713,914,1786,9,152,15,351,3574,27,7639,11591,45723,52005,64536,214,12710,175188
EWR,Newark, NJ, Newark Liberty International,October,10,Q4,2006,38991,382,1074,3091,4,129,13,366,4679,63,8360,13468,28424,81382,206764,96,9726,326392
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,October,10,Q4,2006,38991,271,403,344,4,15,10,29,1037,5,4128,5199,12783,24236,11757,106,1248,50130
IAD,Washington, DC, Washington Dulles International,October,10,Q4,2006,38991,482,802,512,5,64,14,150,1865,10,6426,8451,31352,58070,22939,171,6377,118909
JFK,New York, NY, John F. Kennedy International,October,10,Q4,2006,38991,547,745,1366,12,194,12,157,2863,15,7261,10296,32706,45848,65815,353,13997,158719
LAS,Las Vegas, NV, McCarran International,October,10,Q4,2006,38991,833,1426,1715,16,78,18,140,4069,43,11657,15909,42076,74690,62073,342,6089,185270
LAX,Los Angeles, CA, Los Angeles International,October,10,Q4,2006,38991,1455,1532,1952,22,88,15,318,5049,23,14584,19974,68683,85348,67601,800,6771,229203
LGA,New York, NY, LaGuardia,October,10,Q4,2006,38991,486,819,2484,3,178,15,319,3967,35,6468,10789,29744,48525,128506,89,10719,217583
MCO,Orlando, FL, Orlando International,October,10,Q4,2006,38991,494,643,490,4,39,14,54,1675,9,7858,9596,25899,40018,16254,86,2389,84646
MDW,Chicago, IL, Chicago Midway International,October,10,Q4,2006,38991,286,721,635,6,57,9,92,1703,41,6841,8677,13554,37162,24036,146,5514,80412
MIA,Miami, FL, Miami International,October,10,Q4,2006,38991,272,336,255,0,22,11,29,886,3,4192,5110,17503,22693,9588,16,1813,51613
MSP,Minneapolis, MN, Minneapolis-St Paul International,October,10,Q4,2006,38991,634,674,1174,11,77,12,177,2573,9,8023,10782,41804,38197,35768,216,5390,121375
ORD,Chicago, IL, Chicago O'Hare International,October,10,Q4,2006,38991,1528,2824,5877,18,165,12,1543,10412,150,20139,32244,107227,226658,465268,538,16628,816319
PDX,Portland, OR, Portland International,October,10,Q4,2006,38991,313,420,269,8,20,14,40,1030,2,3937,5009,15428,20611,8685,200,1485,46409
PHL,Philadelphia, PA, Philadelphia International,October,10,Q4,2006,38991,417,666,1279,0,87,12,138,2451,13,6481,9083,21716,41836,65370,0,6805,135727
PHX,Phoenix, AZ, Phoenix Sky Harbor International,October,10,Q4,2006,38991,1081,1152,1602,20,81,15,211,3938,6,14117,18272,56297,57804,49817,458,5690,170066
SAN,San Diego, CA, San Diego International,October,10,Q4,2006,38991,504,593,567,5,26,16,89,1698,12,6113,7912,22138,26408,17458,187,1524,67715
SEA,Seattle, WA, Seattle/Tacoma International,October,10,Q4,2006,38991,526,717,760,7,32,13,98,2042,20,6879,9039,27705,43594,24120,264,2734,98417
SFO,San Francisco, CA, San Francisco International,October,10,Q4,2006,38991,783,815,1252,9,33,13,195,2894,8,8134,11231,41511,52333,59624,234,2357,156059
SLC,Salt Lake City, UT, Salt Lake City International,October,10,Q4,2006,38991,742,679,354,23,61,13,128,1856,3,10010,11997,40550,33033,11247,605,4044,89479
TPA,Tampa, FL, Tampa International,October,10,Q4,2006,38991,328,475,303,1,16,10,17,1124,13,5076,6230,14276,26245,10379,29,1269,52198
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,November,11,Q4,2006,39022,1886,2371,3702,6,325,13,467,8290,33,24901,33691,121134,115429,138354,238,22841,397996
BOS,Boston, MA, Logan International,November,11,Q4,2006,39022,601,797,1417,2,151,13,252,2972,7,7781,11012,34378,51860,65329,45,9877,161489
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,November,11,Q4,2006,39022,418,713,485,5,45,14,67,1666,13,7151,8897,20436,37260,18086,142,4192,80116
CLT,Charlotte, NC, Charlotte Douglas International,November,11,Q4,2006,39022,606,686,1108,2,48,12,98,2448,7,7398,9951,26845,40472,35470,39,2924,105750
DCA,Washington, DC, Ronald Reagan Washington National,November,11,Q4,2006,39022,384,493,918,1,89,14,149,1887,22,5441,7499,18995,25549,31994,44,6330,82912
DEN,Denver, CO, Denver International,November,11,Q4,2006,39022,975,1018,770,12,91,15,230,2866,11,15473,18580,47470,59818,26095,633,7496,141512
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,November,11,Q4,2006,39022,733,1469,1286,3,214,16,750,3705,87,19903,24445,52179,97716,68071,58,17265,235289
DTW,Detroit, MI, Detroit Metro Wayne County,November,11,Q4,2006,39022,647,819,1384,7,107,15,134,2963,14,7756,10867,41539,43488,41400,169,7114,133710
EWR,Newark, NJ, Newark Liberty International,November,11,Q4,2006,39022,328,739,3690,8,131,13,350,4896,41,7665,12952,22156,55303,293033,302,11585,382379
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,November,11,Q4,2006,39022,329,381,509,3,15,11,21,1238,8,4152,5419,14584,25430,17686,124,982,58806
IAD,Washington, DC, Washington Dulles International,November,11,Q4,2006,39022,571,688,758,5,46,14,154,2069,20,6378,8621,32001,48297,25468,102,3385,109253
